mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_2918,CN=C1C=CCO1,7.03815,2.06968,1.63181,2.7356,64.55,-0.2322,-0.0251,0.2071,749.1962,0.113993,-324.595031,-324.588341,-324.587397,-324.626882,23.343,-1387.309447,-1395.554288,-1403.259471,-1296.043911
gdb_2919,CN=C1CCCO1,6.27303,1.96119,1.57419,2.6693,63.66,-0.2397,0.0355,0.2752,802.9894,0.137796,-325.798888,-325.791717,-325.790773,-325.83106,25.076,-1514.88893,-1524.609044,-1533.500219,-1410.453862
gdb_2920,CN=C1COCO1,6.89864,1.97115,1.59259,1.3342,56.29,-0.2537,0.0239,0.2776,761.4658,0.113863,-361.717364,-361.710448,-361.709504,-361.748976,23.416,-1327.398653,-1335.501049,-1343.206232,-1235.727118
gdb_2921,CCC1=CCCC1,5.53463,1.71623,1.46982,0.2141,73.74,-0.2239,0.0351,0.259,906.8307,0.172856,-273.809498,-273.80199,-273.801046,-273.841287,27.74,-1806.484204,-1818.659761,-1829.329925,-1682.316488
gdb_2922,CCC1=CCOC1,6.0273,1.73637,1.48851,1.8437,66.81,-0.2246,0.0237,0.2483,862.0048,0.148609,-309.726295,-309.718904,-309.717959,-309.758276,26.168,-1617.94034,-1628.411583,-1637.895126,-1507.008044
gdb_2923,CCC1=NCCO1,6.08533,1.90748,1.61128,1.2854,61.8,-0.2393,0.0304,0.2697,807.408,0.137971,-325.804686,-325.797492,-325.796548,-325.836614,24.989,-1518.527227,-1528.232909,-1537.124084,-1413.939047
gdb_2924,COC1=NCCN1,6.71199,2.02917,1.6164,1.5234,58.36,-0.214,0.0625,0.2764,766.7454,0.127355,-341.849127,-341.842318,-341.841373,-341.879953,24.183,-1397.810183,-1406.868275,-1415.165827,-1298.907862
gdb_2925,C1CC=C(C1)CO,6.05065,1.75161,1.41225,1.485,66.51,-0.2228,0.0378,0.2606,867.9257,0.149139,-309.729139,-309.721815,-309.720871,-309.760654,26.54,-1619.724976,-1630.238262,-1639.722433,-1508.500261
gdb_2926,C1C=C(CO1)CO,6.61015,1.76666,1.43141,2.4493,59.65,-0.2252,0.0257,0.2509,822.0886,0.124847,-345.645388,-345.638165,-345.637221,-345.677115,24.986,-1430.837237,-1439.636168,-1447.934347,-1332.860491
gdb_2927,C1COC(=N1)CO,6.64211,1.94819,1.55007,3.1656,54.45,-0.2556,0.0202,0.2758,765.9013,0.114461,-361.725962,-361.719085,-361.718141,-361.75736,23.601,-1332.793975,-1340.920845,-1348.626028,-1240.988154
gdb_2928,CCC1CC=CC1,5.87579,1.74573,1.43298,0.1643,72.04,-0.2334,0.0315,0.2649,894.832,0.172794,-273.804251,-273.79695,-273.796006,-273.835617,27.533,-1803.191665,-1815.497116,-1826.167279,-1678.758512
gdb_2929,CCC1CN=CO1,6.13475,1.92833,1.61098,1.8394,60.53,-0.2456,0.026,0.2716,790.875,0.138058,-325.799293,-325.792384,-325.79144,-325.83062,24.699,-1515.143071,-1525.027593,-1533.918768,-1410.177758
gdb_2930,COC1CC=CC1,5.59371,1.97777,1.66022,1.0679,65.6,-0.2371,0.0311,0.2682,794.7383,0.148784,-309.719592,-309.712523,-309.711579,-309.750941,25.876,-1613.734147,-1624.407448,-1633.891619,-1502.405266
gdb_2931,COC1CN=CO1,6.34862,2.11279,1.76915,2.269,54.06,-0.2581,0.0216,0.2798,714.5172,0.11434,-361.72096,-361.714413,-361.713469,-361.751719,22.95,-1329.655175,-1337.989123,-1345.694306,-1237.448376
gdb_2932,OCC1CC=CC1,5.2976,1.93146,1.62279,1.2533,64.79,-0.2329,0.0324,0.2653,795.372,0.14948,-309.725707,-309.718654,-309.71771,-309.756886,26.175,-1617.571365,-1628.254706,-1637.738877,-1506.135807
gdb_2933,OCC1CN=CO1,6.21365,1.99988,1.65995,0.2522,53.21,-0.2532,0.0157,0.269,730.0545,0.115004,-361.720799,-361.714321,-361.713377,-361.751625,23.111,-1329.554147,-1337.931392,-1345.636575,-1237.38939
gdb_2934,CCC1CCC=C1,5.91402,1.71946,1.42661,0.158,72.92,-0.2336,0.0293,0.263,906.4304,0.172837,-273.804223,-273.79686,-273.795915,-273.835715,27.585,-1803.174094,-1815.44064,-1826.110176,-1678.820008
gdb_2935,CCC1COC=N1,6.27444,1.8645,1.55897,1.4447,60.92,-0.2467,0.0231,0.2697,806.5905,0.13813,-325.796862,-325.78992,-325.788975,-325.828269,24.696,-1513.617596,-1523.48141,-1532.371958,-1408.702484
gdb_2936,CCC1OCC=C1,5.92009,1.91663,1.57773,1.4309,66.13,-0.2295,0.0185,0.248,819.6131,0.148569,-309.726463,-309.719311,-309.718367,-309.757828,26.074,-1618.045762,-1628.666979,-1638.15115,-1506.72692
gdb_2937,COC1CCC=C1,6.25773,1.8434,1.52188,1.0223,66.37,-0.2424,0.0214,0.2639,834.7936,0.14899,-309.719198,-309.712068,-309.711124,-309.750626,25.897,-1613.486909,-1624.121931,-1633.606102,-1502.2076
gdb_2938,COC1OCC=C1,6.09771,2.08735,1.72623,0.8742,59,-0.2526,0.0095,0.2621,744.1805,0.125089,-345.648365,-345.641555,-345.640611,-345.679359,24.232,-1432.705331,-1441.763423,-1450.061602,-1334.268622
gdb_2939,OCC1CCC=C1,6.05407,1.77374,1.46234,1.3524,65.68,-0.2333,0.0308,0.2641,844.7789,0.149484,-309.725786,-309.718666,-309.717722,-309.757038,26.255,-1617.620938,-1628.262236,-1637.746407,-1506.231188
gdb_2940,OCC1COC=N1,6.34099,1.95214,1.61525,2.0715,53.63,-0.2525,0.0103,0.2628,740.368,0.115312,-361.720088,-361.713656,-361.712712,-361.750879,22.902,-1329.107988,-1337.514098,-1345.219281,-1236.921268
gdb_2941,OCC1OCC=C1,5.93808,2.00867,1.64001,2.7074,58.53,-0.2359,0.0086,0.2445,753.5015,0.125771,-345.649146,-345.64248,-345.641536,-345.680008,24.325,-1433.195415,-1442.343869,-1450.642048,-1334.675875
gdb_2942,CCC1CCCC1,5.40797,1.63869,1.36054,0.0445,73.97,-0.3018,0.0824,0.3842,965.2228,0.196559,-275.011437,-275.003477,-275.002533,-275.044853,29.179,-1932.860124,-1946.529153,-1958.385308,-1796.342404
gdb_2943,CCC1CCCO1,5.70536,1.77367,1.47048,1.5051,67.58,-0.2373,0.087,0.3243,889.0251,0.172677,-310.936083,-310.92849,-310.927546,-310.968383,27.56,-1749.241578,-1761.36317,-1772.033333,-1625.138496
gdb_2944,CCC1CCOC1,5.77565,1.68025,1.3991,1.7513,67,-0.2377,0.0819,0.3196,911.0666,0.172656,-310.930659,-310.922937,-310.921993,-310.963411,27.53,-1745.83797,-1757.878612,-1768.548775,-1622.018521
gdb_2945,CCC1COCO1,6.06879,1.80561,1.52,1.3458,60.01,-0.2521,0.088,0.34,835.8032,0.14901,-346.857871,-346.850571,-346.849627,-346.889986,25.768,-1563.829612,-1574.35733,-1583.841501,-1452.725378
gdb_2946,CCC1OCCO1,6.08303,1.86038,1.53311,1.013,60.6,-0.252,0.0914,0.3434,834.2867,0.148817,-346.861837,-346.85444,-346.853496,-346.894088,25.885,-1566.318312,-1576.785162,-1586.269333,-1455.29942
gdb_2947,COC1CCCC1,4.92537,1.92998,1.65775,0.9944,67.35,-0.2442,0.0835,0.3277,835.5516,0.172772,-310.927319,-310.919791,-310.918846,-310.959816,27.409,-1743.742089,-1755.904469,-1766.574004,-1619.762626
gdb_2948,COC1CCCO1,5.46075,2.03151,1.71257,0.6223,60.26,-0.2588,0.0883,0.3471,781.8544,0.149473,-346.860243,-346.853079,-346.852134,-346.891881,25.596,-1565.318063,-1575.931123,-1585.414666,-1453.914508
gdb_2949,COC1CCOC1,5.19802,1.9806,1.71109,1.7571,60.49,-0.2428,0.0833,0.3261,785.7438,0.148863,-346.84548,-346.838181,-346.837237,-346.877461,25.756,-1556.054148,-1566.582494,-1576.066665,-1444.865828
gdb_2950,C1CCC(C1)CO,5.54646,1.68651,1.39116,1.2649,66.99,-0.2615,0.0796,0.341,902.797,0.173243,-310.93254,-310.924915,-310.92397,-310.965141,27.846,-1747.018314,-1759.119825,-1769.789361,-1623.104112
gdb_2951,OCC1CCCO1,5.60694,1.88302,1.55582,2.7781,59.91,-0.2453,0.0789,0.3242,811.1367,0.150016,-346.859078,-346.852049,-346.851105,-346.890737,25.722,-1564.587015,-1575.284788,-1584.768959,-1453.196637
gdb_2952,OCC1CCOC1,5.3206,1.8679,1.5951,1.7937,59.79,-0.2474,0.076,0.3234,805.2617,0.149763,-346.852204,-346.844984,-346.844039,-346.883995,25.963,-1560.273518,-1570.851437,-1580.334981,-1448.965972
gdb_2953,OCC1COCO1,6.05336,1.89231,1.5841,1.2012,52.62,-0.257,0.08,0.3371,766.6366,0.126193,-382.77957,-382.772776,-382.771832,-382.810949,24.034,-1378.361797,-1387.429302,-1395.727481,-1279.910655
gdb_2954,C1COC(O1)CO,4.61639,2.27939,2.13711,1.9197,52.89,-0.2475,0.0774,0.3248,678.5549,0.12607,-382.782995,-382.776289,-382.775345,-382.813994,24.045,-1380.511015,-1389.633741,-1397.93192,-1281.821419
gdb_2955,N=C(C#N)N1CC1,4.89733,2.25858,1.62341,5.2724,57.93,-0.2712,-0.0542,0.217,720.2612,0.090591,-319.533364,-319.526791,-319.525847,-319.564171,22.907,-1188.08036,-1194.620886,-1201.140077,-1109.170476
gdb_2956,C#CC(=O)C1CC1,6.36188,1.73239,1.52296,2.7833,62.62,-0.2632,-0.0572,0.206,798.8311,0.100277,-307.285557,-307.278537,-307.277592,-307.317003,25.002,-1342.058518,-1349.208356,-1356.319915,-1257.532429
gdb_2957,O=C(C#C)C1CN1,6.48258,1.77952,1.54339,2.6113,59.43,-0.2632,-0.07,0.1933,768.9982,0.089284,-323.3247,-323.317917,-323.316972,-323.355724,23.843,-1218.016932,-1224.426309,-1230.944872,-1139.603407
gdb_2958,O=C(C#C)C1CO1,3.95371,2.51593,1.71178,2.5384,53.87,-0.2701,-0.0702,0.1999,694.4152,0.076125,-343.19939,-343.19264,-343.191695,-343.230417,23.321,-1151.654718,-1157.196249,-1163.121817,-1079.98064
gdb_2959,C#CC(=O)N1CC1,5.08691,2.1923,1.60544,3.3752,58.9,-0.26,-0.0436,0.2164,732.3158,0.088877,-323.330261,-323.32343,-323.322486,-323.361262,23.909,-1221.506509,-1227.885766,-1234.404957,-1143.078552
gdb_2960,C1CC1C(=O)C#N,6.37932,1.73642,1.52659,4.1845,57.26,-0.2944,-0.0856,0.2088,778.0779,0.089699,-323.386306,-323.379583,-323.378639,-323.417599,23.19,-1256.675251,-1263.122279,-1269.64147,-1178.430527
gdb_2961,O=C(C#N)C1CN1,6.48956,1.78438,1.5473,2.7619,54.28,-0.2846,-0.0991,0.1856,748.6499,0.078602,-339.423497,-339.416996,-339.416052,-339.454399,22.089,-1131.408767,-1137.105921,-1143.032116,-1059.29606
gdb_2962,O=C(C#N)C1CO1,4.00784,2.56243,1.74321,3.6984,49.02,-0.3012,-0.1001,0.2011,669.2971,0.065438,-359.29838,-359.29191,-359.290965,-359.329244,21.6,-1065.167662,-1069.995716,-1075.328288,-999.7686741
gdb_2963,C1CN1C(=O)C#N,5.07601,2.21178,1.6113,4.6527,53.87,-0.2885,-0.0696,0.2189,712.4545,0.078321,-339.431197,-339.424648,-339.423704,-339.462075,22.117,-1136.240586,-1141.90762,-1147.833815,-1064.112819
gdb_2964,N=C(C=O)N1CC1,4.1392,2.59897,1.67523,2.9603,57.39,-0.2549,-0.0675,0.1874,711.3365,0.101465,-340.611683,-340.604921,-340.603977,-340.642625,23.609,-1249.154556,-1256.465036,-1263.577223,-1163.695988
gdb_2965,C1CC1C(=O)C=O,7.34234,1.58771,1.45247,4.3374,56.36,-0.2475,-0.0936,0.1539,820.7111,0.100024,-344.454591,-344.447535,-344.446591,-344.486551,24.053,-1311.453022,-1318.579642,-1325.691829,-1226.993448
gdb_2966,O=CC(=O)C1CN1,5.21882,1.96302,1.58289,1.1751,53.01,-0.2605,-0.1046,0.156,745.4726,0.089362,-360.499843,-360.493115,-360.492171,-360.531087,22.838,-1191.244888,-1197.68815,-1204.207341,-1112.713392
gdb_2967,O=CC(=O)C1CO1,3.77145,2.72206,1.7771,1.3167,48.39,-0.2586,-0.1017,0.157,669.6678,0.076098,-380.372123,-380.365414,-380.364469,-380.403315,22.428,-1123.370377,-1128.937009,-1134.862577,-1051.543814
gdb_2968,C1CN1C(=O)C=O,4.18717,2.57822,1.66693,2.2315,53.02,-0.2532,-0.0823,0.1709,701.1049,0.088937,-360.50716,-360.50036,-360.499416,-360.538352,22.945,-1195.836371,-1202.234453,-1208.753644,-1117.272244
gdb_2969,CC(C#C)C1CC1,4.23496,1.93049,1.42276,0.6542,69.83,-0.2568,0.0558,0.3126,875.8543,0.146825,-272.539307,-272.531433,-272.530489,-272.571161,29.226,-1637.27954,-1647.448323,-1656.932494,-1526.523574
gdb_2970,CC(C#C)C1CO1,3.57872,2.45071,1.70249,1.7064,62.09,-0.2582,0.0503,0.3085,761.8139,0.123033,-308.460407,-308.452859,-308.451915,-308.491957,27.293,-1451.435847,-1460.031465,-1468.329644,-1353.604056
gdb_2971,CC(C#C)N1CC1,4.34029,2.09297,1.50807,1.258,66.96,-0.2381,0.0464,0.2845,823.2257,0.134931,-288.572051,-288.564392,-288.563448,-288.603615,28.178,-1509.222523,-1518.637041,-1527.528216,-1404.661954
gdb_2972,CC(C#N)C1CC1,4.25866,1.95067,1.43591,4.0273,64.7,-0.3001,0.0365,0.3366,850.947,0.136666,-288.648476,-288.64097,-288.640026,-288.680157,27.095,-1557.179899,-1566.690425,-1575.5816,-1452.692748
gdb_2973,CC(C#N)C1CN1,3.54863,2.47036,1.72276,3.1562,60.52,-0.2571,0.0244,0.2815,752.6303,0.125626,-304.687547,-304.680263,-304.679319,-304.718937,25.97,-1433.093132,-1441.853785,-1450.151964,-1334.800749
gdb_2974,CC(C#N)C1CO1,3.62431,2.49777,1.73241,4.0639,57.11,-0.2826,0.0301,0.3127,735.4776,0.112773,-324.568345,-324.561138,-324.560194,-324.599765,25.223,-1370.563742,-1378.484161,-1386.189344,-1279.027749
gdb_2975,CC(C#N)N1CC1,4.37856,2.11111,1.5216,4.2945,61.87,-0.2583,0.0265,0.2848,799.3726,0.12467,-304.67974,-304.672433,-304.671489,-304.711129,26.125,-1428.194169,-1436.940389,-1445.238568,-1329.901159
gdb_2976,NC(C#N)C1CC1,4.36561,1.96172,1.44958,4.6186,61.24,-0.2606,0.0246,0.2852,826.9051,0.125753,-304.688358,-304.680956,-304.680012,-304.719921,26.658,-1433.602041,-1442.288648,-1450.586827,-1335.418218
gdb_2977,NC(C#N)C1CN1,4.39172,2.00431,1.47018,4.5906,57.81,-0.2568,0.0152,0.272,800.841,0.114492,-320.725883,-320.718633,-320.717689,-320.75739,25.685,-1308.545145,-1316.437953,-1324.143136,-1216.703555
gdb_2978,NC(C#N)C1CO1,3.70664,2.51929,1.75643,2.9294,53.65,-0.2749,0.0215,0.2964,710.2236,0.102132,-340.610842,-340.603824,-340.602879,-340.642061,24.642,-1248.626821,-1255.776658,-1262.888218,-1163.342073
gdb_2979,OC(C#C)C1CC1,5.11871,1.83625,1.58062,1.265,62.52,-0.2658,0.0299,0.2957,804.307,0.123487,-308.46104,-308.453483,-308.452539,-308.492593,27.81,-1451.83306,-1460.423031,-1468.72121,-1354.003152
gdb_2980,OC(C#C)C1CN1,5.22091,1.87203,1.6063,2.3395,58.88,-0.2457,0.0185,0.2643,774.9456,0.112535,-324.502042,-324.494694,-324.49375,-324.53337,26.678,-1328.958013,-1336.789953,-1344.495136,-1237.364289
gdb_2981,OC(C#C)C1CO1,4.60662,1.97912,1.47201,1.4934,55.76,-0.2633,0.0211,0.2845,791.7484,0.099181,-344.380468,-344.372977,-344.372033,-344.412267,26.277,-1264.940172,-1271.793826,-1278.906013,-1180.37957
gdb_2982,OC(C#N)C1CC1,4.52558,1.94025,1.45523,3.5804,57.86,-0.2964,0.0131,0.3095,811.2429,0.112983,-324.567513,-324.560217,-324.559273,-324.59913,25.907,-1370.041655,-1377.906225,-1385.611408,-1278.629281
gdb_2983,OC(C#N)C1CN1,5.24727,1.88278,1.61422,1.8571,54.04,-0.2647,-0.0043,0.2604,753.2528,0.102159,-340.606711,-340.599744,-340.5988,-340.637823,24.64,-1246.034581,-1253.216422,-1260.328609,-1160.68269
gdb_2984,OC(C#N)C1CO1,4.63289,1.99893,1.48613,3.9166,50.79,-0.2884,-0.0014,0.287,767.9309,0.088897,-360.485033,-360.477952,-360.477008,-360.516589,24.206,-1181.95148,-1188.173231,-1194.692422,-1103.615766
gdb_2985,CC(C=O)C1CC1,3.92383,1.93672,1.42478,2.7391,64.92,-0.2424,-0.0173,0.2251,873.4012,0.146661,-309.717869,-309.709909,-309.708964,-309.750647,28.11,-1612.652949,-1622.767139,-1632.250683,-1502.220778
gdb_2986,CC(C=O)C1CN1,3.22634,2.57985,1.68734,2.0062,60.41,-0.2485,-0.0408,0.2077,772.6944,0.135504,-325.753767,-325.746008,-325.745063,-325.786256,27.077,-1486.575096,-1495.926235,-1504.816783,-1382.338949
gdb_2987,CC(C=O)C1CO1,3.27176,2.63368,1.7138,2.5321,56.88,-0.2542,-0.0281,0.2261,752.0313,0.122855,-345.638117,-345.630505,-345.629561,-345.670338,26.269,-1426.274619,-1434.829449,-1443.127628,-1328.607863
gdb_2988,CC(C=O)N1CC1,4.56297,1.90763,1.46718,2.574,61.76,-0.2482,-0.0238,0.2244,837.1625,0.134829,-325.752244,-325.744499,-325.743555,-325.784676,27.104,-1485.6194,-1494.979324,-1503.870499,-1381.347484
gdb_2989,CN(C=O)C1CC1,5.21453,1.86628,1.48246,3.8044,62.16,-0.2393,0.0279,0.2672,829.085,0.136585,-325.784331,-325.776816,-325.775871,-325.816093,26.632,-1505.754281,-1515.258532,-1524.14908,-1401.061935
gdb_2990,OC(C=O)C1CC1,5.41012,1.8293,1.67156,2.1647,57.64,-0.2653,-0.0364,0.229,775.3701,0.123958,-345.646841,-345.639691,-345.638747,-345.678239,25.927,-1431.749007,-1440.593747,-1448.891926,-1333.565812
gdb_2991,OC(C=O)C1CN1,5.42454,1.88314,1.71681,1.5719,54.37,-0.2491,-0.0448,0.2043,742.0814,0.113094,-361.687451,-361.680528,-361.679584,-361.718618,24.76,-1308.627976,-1316.72598,-1324.431163,-1216.6772
gdb_2992,OC(C=O)C1CO1,5.72788,1.78521,1.45072,1.3857,50.82,-0.2762,-0.0452,0.231,792.288,0.099858,-381.56631,-381.559328,-381.558384,-381.597754,24.319,-1244.881847,-1252.054275,-1259.166462,-1159.842455
gdb_2993,CCC(=O)C1CC1,6.90313,1.49924,1.38546,2.555,65.49,-0.2414,-0.0067,0.2347,928.7812,0.147281,-309.736028,-309.728155,-309.727211,-309.768579,27.899,-1624.047885,-1634.216669,-1643.70084,-1513.473269
gdb_2994,CCC(=O)C1CN1,7.03182,1.52911,1.40342,2.4043,61.98,-0.2556,-0.0214,0.2342,897.8985,0.136271,-325.775843,-325.768181,-325.767237,-325.808102,26.782,-1500.427985,-1509.839992,-1518.731167,-1396.04751
gdb_2995,CCC(=O)C1CO1,5.13818,1.77735,1.47382,1.9443,57.64,-0.2495,-0.025,0.2245,842.7333,0.123043,-345.650717,-345.64309,-345.642146,-345.6831,26.323,-1434.181232,-1442.72665,-1451.024829,-1336.616133
gdb_2996,CCC(=O)N1CC1,6.11008,1.72217,1.43157,2.9458,62.19,-0.2451,0.0086,0.2537,869.4085,0.135759,-325.781464,-325.773682,-325.772737,-325.814425,26.875,-1503.955213,-1513.291919,-1522.182467,-1400.01525
gdb_2997,CNC(=O)C1CC1,7.10769,1.56651,1.4399,3.3812,63.13,-0.2445,0.0356,0.2801,884.3761,0.136938,-325.801512,-325.793735,-325.792791,-325.833888,27.203,-1516.535513,-1525.875357,-1534.766532,-1412.228457
gdb_2998,CNC(=O)C1CN1,7.32948,1.59305,1.4548,3.5551,59.57,-0.2504,0.0203,0.2706,855.4898,0.126015,-341.84212,-341.834558,-341.833614,-341.874262,26.044,-1393.413227,-1401.998806,-1410.296985,-1295.336708
gdb_2999,CNC(=O)C1CO1,5.08249,1.92729,1.5496,2.5116,54.86,-0.2484,0.0172,0.2656,794.2341,0.113102,-361.720206,-361.712809,-361.711865,-361.752122,25.275,-1329.182034,-1336.982598,-1344.687781,-1237.701262
gdb_3000,CNC(=O)N1CC1,6.52104,1.77825,1.51661,2.8746,59.13,-0.241,0.0411,0.2821,822.9582,0.125167,-341.842686,-341.834953,-341.834009,-341.875755,26.171,-1393.768398,-1402.246672,-1410.544851,-1296.273579
gdb_3001,COC(=O)C1CC1,7.24809,1.6231,1.49331,1.5577,58.7,-0.2686,0.0161,0.2847,847.2337,0.124709,-345.678871,-345.67147,-345.670526,-345.71073,25.703,-1451.848121,-1460.535355,-1468.833534,-1353.954206
gdb_3002,COC(=O)C1CN1,7.47141,1.65123,1.50865,2.0534,55.23,-0.2585,0.0008,0.2592,818.9209,0.113667,-361.717868,-361.710648,-361.709704,-361.749539,24.625,-1327.714918,-1335.626551,-1343.331734,-1236.080406
gdb_3003,COC(=O)C1CO1,5.42771,1.95347,1.6045,1.8404,51.08,-0.2707,-0.0074,0.2633,763.9888,0.100435,-381.591448,-381.584224,-381.58328,-381.62334,24.09,-1260.656168,-1267.676739,-1274.788926,-1175.8979
gdb_3004,COC(=O)N1CC1,6.30379,1.91604,1.56163,2.2184,55.3,-0.2574,0.0324,0.2898,784.5381,0.112985,-361.717972,-361.710635,-361.709691,-361.749881,24.717,-1327.780179,-1335.618394,-1343.323577,-1236.295014
gdb_3005,C1CC1C(=O)CO,7.0961,1.51216,1.39259,3.8854,58.71,-0.2429,-0.0077,0.2352,878.3874,0.123673,-345.649552,-345.64196,-345.641016,-345.681662,26.611,-1433.450184,-1442.017565,-1450.315744,-1335.713775
gdb_3006,OCC(=O)C1CN1,7.37301,1.55423,1.4241,1.9444,55.35,-0.2666,-0.0386,0.228,838.978,0.113153,-361.698233,-361.691131,-361.690186,-361.729684,24.989,-1315.393778,-1323.379458,-1331.084013,-1223.621215
gdb_3007,OCC(=O)C1CO1,5.43562,1.81182,1.50682,2.7472,50.95,-0.2697,-0.0424,0.2272,783.9437,0.099946,-381.573048,-381.566008,-381.565063,-381.60446,24.51,-1249.110003,-1256.246035,-1263.357595,-1164.05053
gdb_3008,C1CN1C(=O)CO,6.35605,1.75381,1.45297,3.8156,55.32,-0.2609,-0.0061,0.2548,812.7204,0.112743,-361.704371,-361.697154,-361.69621,-361.736093,25.069,-1319.245429,-1327.158945,-1334.864128,-1227.64292
gdb_3009,CC(CO)C1CC1,4.79857,1.58763,1.30339,1.3695,67.46,-0.2621,0.0794,0.3416,958.9579,0.170683,-310.904304,-310.895919,-310.894975,-310.93685,30.547,-1729.29997,-1740.924574,-1751.594737,-1605.351255
gdb_3010,CC(CO)C1CO1,4.88846,1.63176,1.33121,1.1263,60.39,-0.2646,0.0743,0.3389,911.0631,0.146822,-346.826923,-346.818773,-346.817829,-346.859406,28.783,-1544.409463,-1554.403799,-1563.88797,-1433.536153
gdb_3011,CC(CO)N1CC1,4.06843,2.01535,1.60532,2.567,64.44,-0.2445,0.0836,0.3281,831.1898,0.159682,-326.943546,-326.93575,-326.934806,-326.975273,28.824,-1605.320507,-1616.425533,-1626.5027,-1487.235236
gdb_3012,CCC(C)C1CC1,4.5769,1.57102,1.28598,0.0772,74.56,-0.271,0.0918,0.3627,1015.7505,0.194089,-274.982348,-274.973751,-274.972807,-275.015131,31.808,-1914.606515,-1927.87582,-1939.731975,-1777.691581
gdb_3013,CCC(C)C1CO1,5.45955,1.55048,1.37647,1.6625,67.32,-0.2612,0.0863,0.3475,947.125,0.170474,-310.903412,-310.895116,-310.894172,-310.936101,29.897,-1728.740232,-1740.420684,-1751.090847,-1604.88125
gdb_3014,CCC(C)N1CC1,3.33079,2.29796,1.47477,0.9629,71.47,-0.2292,0.0895,0.3188,892.5628,0.182447,-291.01782,-291.009529,-291.008585,-291.05003,30.72,-1788.261343,-1800.833486,-1812.096645,-1657.364221
gdb_3015,CCC(O)C1CC1,5.05888,1.55971,1.30606,1.5094,67.62,-0.2587,0.0769,0.3356,974.2407,0.170534,-310.908741,-310.900329,-310.899385,-310.941423,30.648,-1732.084227,-1743.691889,-1754.362052,-1608.220853
gdb_3016,CCC(O)C1CN1,5.31568,1.55287,1.31514,1.6872,64.08,-0.2454,0.0716,0.317,950.053,0.159414,-326.948771,-326.940517,-326.939573,-326.981511,29.594,-1608.599241,-1619.416869,-1629.494036,-1491.149637
gdb_3017,CCC(O)C1CO1,6.21159,1.57085,1.43791,1.5106,60.38,-0.2641,0.0845,0.3486,892.1645,0.147358,-346.834331,-346.82656,-346.825616,-346.866232,28.204,-1549.05805,-1559.290212,-1568.774383,-1437.819529
gdb_3018,COC(C)C1CC1,4.0252,1.97773,1.55327,1.1516,67.92,-0.2484,0.0851,0.3334,874.8811,0.170331,-310.898648,-310.890301,-310.889357,-310.93135,30.062,-1725.750779,-1737.399229,-1748.069392,-1601.899955
gdb_3019,COC(C)C1CN1,4.08934,2.01464,1.57298,2.5209,64.15,-0.2359,0.0788,0.3146,847.01,0.159514,-326.940196,-326.932053,-326.931108,-326.97263,28.947,-1603.218352,-1614.105633,-1624.182172,-1485.576729
gdb_3020,COC(C)C1CO1,4.99069,1.70418,1.38476,1.5588,60.83,-0.2546,0.0868,0.3415,898.1034,0.146169,-346.819476,-346.811271,-346.810327,-346.852361,28.463,-1539.736404,-1549.696226,-1559.180397,-1429.115352
gdb_3021,OCC(O)C1CC1,5.42747,1.56668,1.31654,2.5836,60.39,-0.2534,0.0657,0.3191,918.6232,0.147887,-346.832402,-346.824584,-346.82364,-346.864458,28.675,-1547.847585,-1558.050254,-1567.534425,-1436.706328
gdb_3022,OCC(O)C1CN1,6.31421,1.5982,1.46349,2.5245,56.7,-0.2379,0.0574,0.2953,848.1959,0.137029,-362.873906,-362.866319,-362.865375,-362.905573,27.529,-1425.287547,-1434.74599,-1443.637165,-1320.279564
gdb_3023,OCC(O)C1CO1,6.46314,1.60213,1.46833,2.3369,53,-0.2578,0.0721,0.3299,830.6439,0.124578,-382.757134,-382.749909,-382.748965,-382.788458,26.288,-1364.283005,-1373.080053,-1381.378232,-1265.79735
gdb_3024,C#CC#CC1CC1,14.26387,1.04149,1.03219,1.5218,78.14,-0.2295,-0.0116,0.2179,1102.2877,0.100641,-270.117027,-270.109946,-270.109002,-270.1481,25.782,-1372.980279,-1380.092466,-1387.204653,-1288.476152
gdb_3025,C#CC#CC1CN1,15.14071,1.04619,1.04002,1.1151,74.59,-0.235,-0.0246,0.2103,1073.5113,0.089455,-286.154755,-286.147821,-286.146877,-286.185722,24.778,-1248.050768,-1254.366018,-1260.885209,-1169.857499
gdb_3026,C#CC#CC1CO1,16.63095,1.03593,1.02913,1.6841,69.92,-0.2483,-0.0324,0.2159,1065.9116,0.076513,-306.032266,-306.025433,-306.024488,-306.063177,24.009,-1183.458756,-1188.948832,-1194.8744,-1111.967911
gdb_3027,C1CC1C#CC#N,14.21654,1.04443,1.0355,5.7116,70.75,-0.2671,-0.0389,0.2282,1072.5538,0.090565,-286.218259,-286.211585,-286.210641,-286.249199,23.41,-1287.900099,-1294.378502,-1300.897693,-1209.689887
gdb_3028,N#CC#CC1CN1,15.08067,1.04888,1.04316,4.0364,67.31,-0.2666,-0.0524,0.2142,1044.3824,0.079328,-302.254301,-302.247775,-302.246831,-302.285122,22.429,-1161.912607,-1167.594701,-1173.520896,-1090.005096
