mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_8101,CC1C2C(=O)OC12C,2.82611,2.14313,1.5326,4.4049,65.31,-0.2695,0.0047,0.2742,875.8465,0.129298,-383.751442,-383.743782,-383.742838,-383.783123,28.604,-1593.539025,-1602.952915,-1611.843463,-1486.406296
gdb_8102,CC1N2C(=O)CC12C,2.89524,2.0872,1.53387,4.1795,68.81,-0.2402,-0.0057,0.2345,888.031,0.140856,-363.856737,-363.848802,-363.847857,-363.888647,29.796,-1647.341647,-1657.471525,-1666.954441,-1533.615053
gdb_8103,CN1C2C(=O)CC12C,3.00394,1.97438,1.51289,2.6937,69.84,-0.2275,-0.0178,0.2098,896.2927,0.140584,-363.837514,-363.829586,-363.828642,-363.869486,29.748,-1635.279041,-1645.413312,-1654.896855,-1521.591353
gdb_8104,OC1C2C(=O)CC12O,2.99275,2.00958,1.52223,3.3471,58.5,-0.2419,-0.0114,0.2304,833.5555,0.105082,-419.652073,-419.644497,-419.643553,-419.683775,28.262,-1394.850851,-1402.539718,-1410.244274,-1300.846237
gdb_8105,CC12CC(O)C1C2O,3.26391,1.89524,1.51204,2.6644,67.68,-0.2318,0.0607,0.2925,897.7648,0.1534,-384.909825,-384.901921,-384.900977,-384.941363,30.964,-1692.583163,-1703.621047,-1713.697586,-1571.989739
gdb_8106,CC1C2C(C)CC12C,2.84227,1.8297,1.39941,0.2487,82.62,-0.2379,0.0863,0.3241,1025.4775,0.199791,-313.052401,-313.043567,-313.042623,-313.084878,34.17,-2054.717352,-2068.727118,-2081.175642,-1908.483282
gdb_8107,CC1C2C(C)CC12O,2.86505,1.8662,1.41485,1.2083,74.94,-0.2418,0.0791,0.321,975.0763,0.176043,-348.975003,-348.966395,-348.96545,-349.007296,33.124,-1869.816178,-1882.190028,-1893.451932,-1736.581584
gdb_8108,CC1C2C(C)OC12C,2.87824,1.96902,1.47919,1.438,75.53,-0.2265,0.0877,0.3142,961.9285,0.175608,-348.977321,-348.968748,-348.967804,-349.00958,32.713,-1871.270744,-1883.666556,-1894.929088,-1738.014815
gdb_8109,CC1C2C(O)CC12C,2.95445,1.87839,1.44419,1.4487,75.5,-0.242,0.074,0.316,962.9712,0.176358,-348.980547,-348.972008,-348.971064,-349.012796,32.837,-1873.295088,-1885.712236,-1896.974767,-1740.032884
gdb_8110,CC1C2C(O)CC12O,2.98068,1.91995,1.46222,1.428,67.87,-0.2408,0.0701,0.3109,912.1478,0.152605,-384.902748,-384.894447,-384.893502,-384.934803,31.773,-1688.142282,-1698.931044,-1709.006956,-1567.87328
gdb_8111,CC1C2N(C)CC12O,2.90701,1.94687,1.45166,2.0402,72.13,-0.1958,0.075,0.2708,940.6711,0.163979,-365.005289,-364.99672,-364.995776,-365.037626,32.315,-1740.216744,-1751.725886,-1762.395422,-1613.387135
gdb_8112,CC1CC2(C)C(O)C12,3.06328,1.84595,1.45167,1.5996,75.33,-0.2364,0.0757,0.3121,965.9186,0.176337,-348.979917,-348.971412,-348.970468,-349.01203,32.836,-1872.899757,-1885.33824,-1896.600772,-1739.552212
gdb_8113,CC1CC2(O)C(O)C12,3.07633,1.88626,1.46599,1.9597,67.73,-0.2357,0.0647,0.3004,916.0931,0.152422,-384.901452,-384.893111,-384.892167,-384.933476,31.874,-1687.32903,-1698.092692,-1708.169232,-1567.040575
gdb_8114,CC1OC2(C)C(O)C12,3.10074,1.97903,1.54106,1.7643,67.84,-0.2293,0.0759,0.3052,901.8545,0.152498,-384.903606,-384.895543,-384.894599,-384.935359,31.016,-1688.680685,-1699.618794,-1709.695334,-1568.222175
gdb_8115,CN1C2C(O)CC12C,3.1688,1.89126,1.48942,2.1942,72.28,-0.2256,0.0695,0.2952,926.9373,0.164254,-365.014985,-365.006523,-365.005578,-365.047244,32.101,-1746.301071,-1757.877357,-1768.546265,-1619.422516
gdb_8116,CN1CC2(O)C(O)C12,3.12334,1.96716,1.50998,1.8375,64.81,-0.1971,0.0624,0.2595,880.8602,0.140739,-400.931166,-400.923043,-400.922099,-400.963,30.802,-1557.370661,-1567.38194,-1576.865484,-1443.340353
gdb_8117,OC1C2C(O)CC12O,3.28098,1.94103,1.52963,1.968,60.02,-0.2301,0.0565,0.2866,847.27,0.129628,-420.831717,-420.824028,-420.823084,-420.863113,29.899,-1507.236457,-1516.631522,-1525.52207,-1399.668865
gdb_8118,CC12CC(=O)CC1N2,4.1024,1.70132,1.41561,1.789,67.91,-0.2473,-0.0247,0.2226,906.6333,0.142511,-363.878552,-363.871268,-363.870324,-363.909955,28.193,-1661.030756,-1671.569142,-1681.052685,-1546.986015
gdb_8119,CC12CC(=O)CC1O2,4.23422,1.71681,1.41917,3.1729,64.27,-0.2464,-0.0193,0.2271,890.1221,0.129592,-383.764377,-383.757137,-383.756193,-383.795825,27.624,-1601.655854,-1611.333298,-1620.223845,-1494.376915
gdb_8120,CC12CC1CC(=N)O2,3.90295,1.85113,1.50355,3.1311,69.39,-0.2446,0.0276,0.2722,881.624,0.142866,-363.878529,-363.87134,-363.870396,-363.909746,28.061,-1661.016323,-1671.614323,-1681.097866,-1546.854866
gdb_8121,CC12CC1CC(=O)C2,3.97899,1.68503,1.41618,2.8666,71.39,-0.2387,-0.0153,0.2234,927.0691,0.153857,-347.83453,-347.827105,-347.82616,-347.866012,29.049,-1782.010726,-1793.349813,-1803.425725,-1661.638184
gdb_8122,CC12CC1CC(=O)N2,3.9743,1.76669,1.45789,3.7944,68.48,-0.2345,0.03,0.2645,894.5069,0.143363,-363.90408,-363.896863,-363.895919,-363.935212,28.337,-1677.049805,-1687.630235,-1697.113778,-1562.83501
gdb_8123,CC12CC1CC(=O)O2,3.92426,1.85692,1.50511,4.2237,64.43,-0.2665,0.0118,0.2783,862.8277,0.130696,-383.781375,-383.774362,-383.773418,-383.812412,27.1,-1612.322252,-1622.14214,-1631.032688,-1504.785407
gdb_8124,CC12CC1NC(=O)C2,4.23031,1.70149,1.42844,3.699,68.25,-0.2361,0.0286,0.2647,902.4182,0.143405,-363.9022,-363.894988,-363.894044,-363.933342,28.272,-1675.870089,-1686.453655,-1695.937199,-1561.661568
gdb_8125,CC12CC1NC(=O)N2,4.24074,1.796,1.4955,4.0064,64.51,-0.232,0.0525,0.2845,862.0659,0.132075,-379.960231,-379.953104,-379.95216,-379.991123,27.968,-1563.680892,-1573.428617,-1582.319164,-1455.692868
gdb_8126,CC12CC1NC(=O)O2,4.19039,1.8802,1.53673,4.7706,60.91,-0.2512,0.0477,0.2989,833.4568,0.119484,-399.838777,-399.831861,-399.830917,-399.869612,26.66,-1499.738352,-1508.729929,-1517.02748,-1398.452125
gdb_8127,CC12CC1OC(=N)C2,4.28194,1.72831,1.44815,3.0745,69.2,-0.2455,0.0262,0.2718,899.443,0.142977,-363.874716,-363.86754,-363.866596,-363.90594,27.976,-1658.623631,-1669.229788,-1678.713332,-1544.466566
gdb_8128,CC12CC1OC(=N)O2,4.23499,1.90364,1.54619,4.1985,62.28,-0.2453,0.054,0.2993,834.1775,0.118846,-399.804629,-399.797748,-399.796804,-399.83555,26.442,-1478.310175,-1487.323714,-1495.621266,-1377.077913
gdb_8129,CC12CC1OC(=O)C2,4.30004,1.73035,1.44814,4.3188,64.13,-0.268,0.0103,0.2783,880.7075,0.130873,-383.7774,-383.77042,-383.769476,-383.808412,26.984,-1609.827904,-1619.6685,-1628.559047,-1502.275371
gdb_8130,CC12CC1OC(=O)N2,4.3236,1.81998,1.50651,4.9735,60.84,-0.2506,0.0481,0.2988,843.8218,0.119473,-399.836647,-399.829702,-399.828758,-399.867529,26.704,-1498.401758,-1507.375137,-1515.672688,-1397.145023
gdb_8131,CC12CC1OC(=O)O2,4.26186,1.91049,1.55176,5.1135,57.25,-0.2798,0.0384,0.3182,814.4053,0.107011,-419.713251,-419.706602,-419.705658,-419.743968,25.213,-1433.240596,-1441.511165,-1449.21572,-1338.617887
gdb_8132,CC12CN1CC(=O)C2,4.10049,1.7295,1.44761,2.1018,67.9,-0.2287,-0.0239,0.2048,896.2578,0.141945,-363.870935,-363.863621,-363.862677,-363.902373,28.259,-1656.25102,-1666.770581,-1676.254124,-1542.228242
gdb_8133,OC12CC1CC(=O)C2,4.08264,1.70289,1.43384,2.4195,64.05,-0.2415,-0.019,0.2225,877.8602,0.130184,-383.75686,-383.749744,-383.748799,-383.788031,27.918,-1596.938869,-1606.694124,-1615.584044,-1489.48611
gdb_8134,OC12CC1NC(=O)C2,4.36075,1.71894,1.44555,3.4726,61.08,-0.2413,0.0244,0.2657,853.7791,0.119644,-399.823936,-399.817022,-399.816078,-399.854775,27.178,-1490.425491,-1499.418323,-1507.715874,-1389.141774
gdb_8135,OC12CC1OC(=N)C2,4.40734,1.74797,1.46567,2.9756,61.94,-0.2485,0.0221,0.2705,850.6267,0.119194,-399.795842,-399.78897,-399.788026,-399.82675,26.87,-1472.796253,-1481.81544,-1490.112992,-1371.555834
gdb_8136,OC12CC1OC(=O)C2,4.42864,1.74972,1.46599,4.3616,56.98,-0.2641,0.0059,0.27,832.0746,0.107045,-419.698333,-419.691651,-419.690706,-419.72905,25.894,-1423.879417,-1432.129278,-1439.833206,-1329.256707
gdb_8137,CC12CC1OC(N)=N2,4.32045,1.80979,1.49282,1.4319,65.54,-0.2166,0.0548,0.2714,869.4555,0.13147,-379.933233,-379.92603,-379.925086,-379.96412,28.326,-1546.739404,-1556.439438,-1565.329986,-1438.748243
gdb_8138,CC1=CC2(C)CC2C1,3.95174,1.61255,1.35066,0.2425,81.41,-0.2145,0.0294,0.2439,1008.7128,0.177271,-311.883322,-311.875361,-311.874417,-311.914963,31.324,-1948.961378,-1961.741854,-1973.004385,-1815.573672
gdb_8139,CC1=CC2(C)NC2C1,4.1024,1.62563,1.35054,1.4392,77.83,-0.2202,0.0241,0.2443,988.8246,0.165738,-327.924293,-327.916455,-327.91551,-327.955872,30.581,-1826.066878,-1838.035357,-1848.704265,-1699.017641
gdb_8140,CC1=CC2(C)OC2C1,4.21344,1.63489,1.35179,1.95,73.72,-0.2315,0.0113,0.2428,971.3151,0.152871,-347.810504,-347.802719,-347.801775,-347.842095,29.962,-1766.934195,-1778.047379,-1788.123919,-1646.630052
gdb_8141,CC1=CC2(O)CC2C1,4.08304,1.62392,1.36261,1.3185,73.74,-0.219,0.0252,0.2442,960.3969,0.153469,-347.805201,-347.797484,-347.79654,-347.83663,30.278,-1763.606514,-1774.762369,-1784.838909,-1643.200715
gdb_8142,CC1=NC2(C)CC2O1,4.25215,1.77037,1.46619,0.9865,68.99,-0.2358,0.0251,0.2609,907.5263,0.141825,-363.878054,-363.870469,-363.869525,-363.909562,28.805,-1660.718256,-1671.067762,-1680.551306,-1546.739404
gdb_8143,CC12CC1N=C(N)O2,4.19736,1.8592,1.5091,1.7378,65.45,-0.215,0.0552,0.2701,861.9506,0.131497,-379.934591,-379.927382,-379.926438,-379.965498,28.282,-1547.591561,-1557.28783,-1566.178378,-1439.61295
gdb_8144,CC1=CC2CC2(C)C1,4.0948,1.5974,1.34458,0.2877,81.12,-0.2139,0.0291,0.2431,1007.174,0.177264,-311.88323,-311.875302,-311.874357,-311.91484,31.262,-1948.903647,-1961.704831,-1972.966735,-1815.496489
gdb_8145,CC1=CC2CC2(O)C1,4.22318,1.60978,1.35332,1.4421,73.77,-0.215,0.0238,0.2388,958.9196,0.153575,-347.805977,-347.798378,-347.797434,-347.837254,30.12,-1764.093461,-1775.323362,-1785.399902,-1643.592281
gdb_8146,CC1=CC2NC2(C)C1,4.23941,1.6055,1.34934,1.4597,77.58,-0.2185,0.0223,0.2409,987.329,0.165771,-327.924162,-327.916353,-327.915409,-327.95571,30.524,-1825.984674,-1837.971351,-1848.640886,-1698.915984
gdb_8147,CC1=CC2OC2(C)C1,4.35773,1.61253,1.35079,1.9818,73.36,-0.2318,0.0093,0.2411,970.1667,0.152876,-347.81022,-347.802442,-347.801497,-347.841811,29.948,-1766.755982,-1777.873559,-1787.949471,-1646.451839
gdb_8148,CC1=NC2CC2(C)O1,4.14514,1.81586,1.48194,1.4321,68.9,-0.2348,0.0256,0.2604,899.4868,0.141874,-363.879497,-363.871927,-363.870983,-363.910983,28.752,-1661.623752,-1671.98267,-1681.466214,-1547.631094
gdb_8149,CC12CC(O)CC1N2,3.68102,1.75502,1.59455,2.6454,70.67,-0.228,0.068,0.2961,898.8208,0.167082,-365.058859,-365.051309,-365.050364,-365.090058,30.065,-1773.832401,-1785.980975,-1796.649883,-1646.288687
gdb_8150,CC12CC(O)CC1O2,3.78527,1.75091,1.56039,2.6733,67.25,-0.2419,0.0778,0.3197,893.8528,0.153396,-384.939491,-384.93173,-384.930786,-384.971118,29.905,-1711.198845,-1722.326462,-1732.403002,-1590.661269
gdb_8151,CC12CC1CC(O)C2,3.598,1.71414,1.56398,1.3978,74.37,-0.2522,0.0747,0.3269,927.6928,0.17808,-349.011784,-349.00401,-349.003065,-349.04316,31.117,-1892.896586,-1905.793779,-1917.055683,-1759.086567
gdb_8152,CC12CN1CC(O)C2,3.72941,1.75196,1.5894,1.3598,70.83,-0.2195,0.0711,0.2905,899.1962,0.166264,-365.05008,-365.042415,-365.041471,-365.081408,30.313,-1768.3235,-1780.39991,-1791.069446,-1640.860734
gdb_8153,CC1CC2(C)CC2O1,3.97466,1.62619,1.38376,1.4617,74.78,-0.2311,0.0894,0.3205,987.4731,0.177041,-349.005244,-348.997262,-348.996318,-349.037166,31.136,-1888.792677,-1901.559348,-1912.82188,-1755.325278
gdb_8154,CC1CC2(O)CC2O1,4.09481,1.6398,1.3984,1.9837,67.62,-0.2344,0.0769,0.3113,938.6745,0.153286,-384.927392,-384.919697,-384.918753,-384.959055,30.05,-1703.606614,-1714.775647,-1724.852186,-1583.091628
gdb_8155,CC1CC2CC2(C)C1,3.70421,1.56537,1.32074,0.2647,81.51,-0.2495,0.082,0.3315,1049.5544,0.201234,-313.082578,-313.074355,-313.073411,-313.114711,32.571,-2073.653691,-2088.046865,-2100.495389,-1927.203758
gdb_8156,CC1CC2CC2(C)O1,3.68034,1.72383,1.43322,1.2753,74.85,-0.2288,0.085,0.3137,969.7094,0.176963,-349.008651,-349.000656,-348.999712,-349.040589,31.217,-1890.930601,-1903.689114,-1914.951645,-1757.473241
gdb_8157,CC1CC2CC2(O)C1,3.82864,1.57316,1.32731,1.5508,74.06,-0.2368,0.0758,0.3126,1001.7681,0.177574,-349.005371,-348.997466,-348.996521,-349.037212,31.414,-1888.872371,-1901.68736,-1912.949264,-1755.354144
gdb_8158,CC1CC2OC2(C)C1,3.69246,1.72023,1.54742,1.8372,74.02,-0.2503,0.0884,0.3387,940.049,0.177341,-349.017463,-349.009562,-349.008618,-349.049082,30.984,-1896.46021,-1909.277709,-1920.54024,-1762.802675
gdb_8159,CC1OC2CC2(C)O1,3.95338,1.7845,1.48665,1.074,67.83,-0.2391,0.094,0.3331,914.2321,0.152628,-384.9328,-384.92503,-384.924086,-384.964489,29.815,-1707.000183,-1718.122152,-1728.198692,-1586.501512
gdb_8160,OC1CC2CC2(O)C1,3.65158,1.74062,1.58543,2.6708,66.96,-0.2372,0.0688,0.306,877.1437,0.154388,-384.93439,-384.926937,-384.925992,-384.965465,29.956,-1707.997922,-1719.318812,-1729.394724,-1587.113961
gdb_8161,CC12CC(C1)CC2=O,2.80874,2.55115,1.71328,2.8971,71.42,-0.2305,-0.003,0.2275,823.445,0.154902,-347.82465,-347.817601,-347.816657,-347.855543,28.02,-1775.810937,-1787.385968,-1797.462507,-1655.068793
gdb_8162,CC12CC(C1)NC2=O,2.83774,2.63716,1.75081,3.5197,67.84,-0.2364,0.0225,0.259,796.3468,0.143809,-363.881979,-363.875063,-363.874119,-363.912671,27.497,-1663.181229,-1673.950539,-1683.434082,-1548.690329
gdb_8163,CC12CC(C1)OC2=N,2.83336,2.68372,1.76626,2.8154,69.05,-0.2545,0.0329,0.2875,794.5103,0.143791,-363.864396,-363.857629,-363.856685,-363.894944,27.072,-1652.147738,-1663.010547,-1672.49409,-1537.566477
gdb_8164,CC12CC(C1)OC2=O,2.84573,2.69879,1.77852,4.2258,63.86,-0.2602,0.0146,0.2748,776.6582,0.131618,-383.765782,-383.759124,-383.75818,-383.796333,26.118,-1602.537504,-1612.580158,-1621.470706,-1494.69569
gdb_8165,CC12CC(CC1=O)O2,2.83132,2.67361,1.75545,2.6614,64.13,-0.2295,-0.0164,0.2131,783.1557,0.13036,-383.742999,-383.736056,-383.735112,-383.773909,26.901,-1588.240967,-1598.104781,-1606.995328,-1480.624428
gdb_8166,CC12CN(C1)CC2=O,2.89544,2.57265,1.72696,1.9328,67.57,-0.217,-0.0115,0.2055,800.7733,0.143336,-363.849141,-363.842209,-363.841265,-363.880005,27.127,-1642.575089,-1653.334358,-1662.817901,-1528.19212
gdb_8167,NC12CC(C1)OC2=O,2.8677,2.738,1.80097,3.0852,60.16,-0.241,0.0126,0.2537,750.8797,0.120582,-399.810147,-399.803395,-399.802451,-399.841526,25.739,-1481.77277,-1490.867258,-1499.164809,-1380.827907
gdb_8168,OC12CC(C1)CC2=O,2.97746,2.56854,1.76849,2.5779,64.32,-0.2476,-0.0167,0.2309,770.8704,0.131851,-383.753585,-383.747124,-383.74618,-383.783821,26.296,-1594.883777,-1605.05005,-1613.940598,-1486.844297
gdb_8169,OC12CC(C1)NC2=O,3.01869,2.64826,1.80725,3.3535,60.69,-0.2512,0.0132,0.2645,744.3248,0.120644,-399.810811,-399.804439,-399.803495,-399.840879,25.897,-1482.189436,-1491.522377,-1499.819929,-1380.421909
gdb_8170,OC12CC(C1)OC2=N,3.01058,2.69311,1.82197,2.1344,61.88,-0.2638,0.0232,0.2871,742.8111,0.120503,-399.792779,-399.786514,-399.78557,-399.822793,25.542,-1470.874193,-1480.274278,-1488.57183,-1369.072781
gdb_8171,OC12CC(C1)OC2=O,3.00868,2.71804,1.83355,3.096,56.78,-0.2745,0.0041,0.2786,725.6118,0.108434,-419.692536,-419.686385,-419.68544,-419.722526,24.544,-1420.241747,-1428.824815,-1436.528743,-1325.162839
gdb_8172,OC12CN(C1)CC2=O,3.08082,2.58493,1.78469,0.9879,60.74,-0.2315,-0.0255,0.206,748.0984,0.120294,-399.777917,-399.771611,-399.770667,-399.808048,25.35,-1461.548155,-1470.922512,-1479.220063,-1359.820161
gdb_8173,CC1=CC2CC1(C)C2,2.83692,2.36903,1.63917,0.3836,80.1,-0.2104,0.0262,0.2366,885.5336,0.177419,-311.85156,-311.843903,-311.842959,-311.882829,30.665,-1929.030437,-1942.001676,-1953.264207,-1795.409298
gdb_8174,CC1=CC2CC1(C)O2,2.93986,2.42105,1.67419,1.8515,72.31,-0.2218,0.0124,0.2342,844.8245,0.153163,-347.771659,-347.764165,-347.763221,-347.802865,29.417,-1742.558608,-1753.854397,-1763.930937,-1622.012874
gdb_8175,CC1=CC2CC1(O)C2,2.9371,2.39714,1.67755,1.3114,72.77,-0.2167,0.0211,0.2378,838.0583,0.153844,-347.778183,-347.770741,-347.769797,-347.809322,29.53,-1746.652476,-1757.980896,-1768.057436,-1626.064699
gdb_8176,CC12CC(C1)CC2O,2.66006,2.49861,1.70986,1.2304,74.31,-0.2577,0.0793,0.337,856.7096,0.178461,-349.001871,-348.994377,-348.993433,-349.032915,30.394,-1886.67609,-1899.748985,-1911.011516,-1752.657737
gdb_8177,CC12CC(CC1O)O2,2.69418,2.58298,1.75713,1.6836,66.83,-0.2402,0.0719,0.3122,815.5816,0.154063,-384.925167,-384.917766,-384.916822,-384.956251,29.256,-1702.210406,-1713.563927,-1723.640466,-1581.332093
gdb_8178,CC1CC2CC1(C)C2,2.5963,2.41756,1.65347,0.0976,81.22,-0.2822,0.0842,0.3664,910.7184,0.202038,-313.075299,-313.067609,-313.066665,-313.106459,31.573,-2069.086053,-2083.813689,-2096.262213,-1922.025554
gdb_8179,CC1CC2CC1(C)O2,2.66949,2.46617,1.69669,1.5814,73.69,-0.2376,0.0846,0.3223,869.4833,0.177662,-348.999745,-348.992122,-348.991178,-349.031002,30.44,-1885.342005,-1898.333952,-1909.596483,-1751.457313
gdb_8180,CC1CC2CC1(O)C2,2.70728,2.43477,1.69535,1.2681,73.85,-0.2535,0.0757,0.3292,861.2897,0.178735,-349.002872,-348.995508,-348.994564,-349.033744,30.287,-1887.304226,-1900.458697,-1911.721229,-1753.177942
gdb_8181,CC1CN2CC1(O)C2,2.78231,2.45866,1.70962,0.9172,70.01,-0.2243,0.0651,0.2894,838.1416,0.16718,-365.029229,-365.021999,-365.021054,-365.060035,29.385,-1755.239309,-1767.588687,-1778.257595,-1627.448984
gdb_8182,CC1OC2CC1(C)C2,2.63548,2.5382,1.71004,1.6183,74.21,-0.2337,0.0842,0.318,863.1357,0.177741,-348.996208,-348.988701,-348.987756,-349.027273,30.296,-1883.122506,-1896.187243,-1907.449147,-1749.117332
gdb_8183,CC1OC2CC1(O)C2,2.72185,2.56241,1.7482,1.2472,66.94,-0.2396,0.063,0.3026,815.9125,0.154067,-384.920762,-384.913473,-384.912529,-384.951691,29.174,-1699.446229,-1710.870031,-1720.94657,-1578.470652
gdb_8184,OC1CC2CC1(O)C2,2.77829,2.51288,1.75081,2.2124,66.82,-0.2481,0.0678,0.3159,807.829,0.155247,-384.929959,-384.922888,-384.921944,-384.960619,28.962,-1705.217429,-1716.778028,-1726.854567,-1584.073052
gdb_8185,OC1CN2CC1(O)C2,2.82999,2.55652,1.76537,2.1784,62.92,-0.2287,0.0573,0.2861,784.8612,0.143843,-400.956396,-400.949518,-400.948574,-400.986907,27.946,-1573.202714,-1583.995241,-1593.478784,-1458.342211
gdb_8186,CC1(C)C2CCC12C,2.56707,2.14407,1.5743,0.2159,82.46,-0.2378,0.0877,0.3255,961.0775,0.199357,-313.053683,-313.04488,-313.043936,-313.085933,34.458,-2055.521819,-2069.551037,-2081.999561,-1909.145304
gdb_8187,CC1(C)C2CCC12O,2.66566,2.17369,1.60991,1.3113,75.15,-0.2268,0.075,0.3017,911.1867,0.17592,-348.979411,-348.970972,-348.970027,-349.011269,33.178,-1872.582237,-1885.062136,-1896.32404,-1739.074678
gdb_8188,CC1(C)C2COC12C,2.69688,2.17039,1.62963,1.5557,75.3,-0.2247,0.0843,0.309,912.0752,0.175524,-348.974807,-348.966287,-348.965343,-349.006846,32.825,-1869.693186,-1882.122257,-1893.384788,-1736.299205
gdb_8189,CC1(C)C2OCC12C,2.60479,2.21849,1.5899,1.7953,75.04,-0.2253,0.078,0.3033,919.0849,0.17551,-348.969812,-348.961227,-348.960283,-349.002028,32.792,-1866.558778,-1878.947061,-1890.209593,-1733.275867
gdb_8190,CC1(C)C2OCC12O,2.70483,2.24465,1.62636,1.2204,67.84,-0.2228,0.0609,0.2836,869.586,0.151828,-384.893086,-384.884856,-384.883912,-384.924871,31.618,-1682.07929,-1692.912605,-1702.989145,-1561.64086
gdb_8191,CC1(O)C2CCC12C,2.62429,2.19462,1.60309,1.1715,75.33,-0.2355,0.0748,0.3103,913.665,0.175742,-348.980097,-348.971577,-348.970632,-349.012048,33.315,-1873.012709,-1885.441779,-1896.703683,-1739.563507
gdb_8192,CC1(O)C2CCC12O,2.73761,2.2239,1.63593,2.2182,67.83,-0.2167,0.0631,0.2799,864.2109,0.152339,-384.906869,-384.898786,-384.897842,-384.938398,31.837,-1690.728247,-1701.653806,-1711.730345,-1570.129174
gdb_8193,CC1(O)C2COC12C,2.74545,2.22772,1.65831,2.1411,68.23,-0.2274,0.0705,0.2979,865.3664,0.151558,-384.899684,-384.891351,-384.890407,-384.931572,31.847,-1686.219594,-1696.988276,-1707.064816,-1565.845798
gdb_8194,CC1(O)C2OCC12C,2.66332,2.27506,1.61651,0.7674,67.91,-0.2211,0.0682,0.2893,872.0833,0.151672,-384.894921,-384.886597,-384.885653,-384.926839,31.748,-1683.230769,-1694.005099,-1704.081638,-1562.875798
gdb_8195,CC1(O)C2OCC12O,2.77512,2.30247,1.6499,2.0083,60.47,-0.2196,0.0523,0.2719,823.2167,0.128249,-420.818264,-420.810382,-420.809438,-420.849703,30.347,-1498.794579,-1508.068534,-1516.959082,-1391.253969
gdb_8196,CC12CC1(C)C=CC2,2.66394,2.4139,1.63394,0.2216,79.83,-0.2208,0.0256,0.2464,892.0496,0.177113,-311.879573,-311.871661,-311.870717,-311.910983,31.471,-1946.608847,-1959.42007,-1970.682602,-1813.076186
gdb_8197,CC12CC1(C)N=CO2,2.69848,2.6488,1.73675,1.6802,67.76,-0.2399,0.02,0.2599,816.0921,0.141964,-363.873151,-363.865667,-363.864723,-363.904341,28.801,-1657.64158,-1668.054464,-1677.538007,-1543.46318
gdb_8198,CC12CC1(O)C=CC2,2.77402,2.43435,1.67573,1.2434,72.42,-0.2246,0.0211,0.2458,842.7106,0.153436,-347.802579,-347.794924,-347.793979,-347.83376,30.337,-1761.961186,-1773.155946,-1783.231858,-1641.399764
gdb_8199,CC12CC1(O)CC=C2,2.77411,2.43573,1.67789,1.2597,72.71,-0.2239,0.022,0.246,842.6459,0.15342,-347.80325,-347.795581,-347.794636,-347.834454,30.361,-1762.382244,-1773.56822,-1783.644132,-1641.835255
gdb_8200,CC12CC=CC1(C)N2,2.72361,2.46639,1.62893,1.6539,76.25,-0.2211,0.0206,0.2417,872.9502,0.16563,-327.921832,-327.914059,-327.913115,-327.95314,30.728,-1824.522578,-1836.531845,-1847.201381,-1697.303286
gdb_8201,CC12CC=CC1(C)O2,2.76857,2.51262,1.62252,1.7764,72.23,-0.2391,0.0084,0.2474,857.9517,0.152628,-347.81007,-347.802287,-347.801343,-347.84149,30.251,-1766.661856,-1777.776295,-1787.852835,-1646.250409
gdb_8202,OC12CC1(O)C=CC2,2.91453,2.45253,1.74015,1.9832,64.94,-0.2295,0.014,0.2435,789.3964,0.129879,-383.725155,-383.717878,-383.716934,-383.755941,29.022,-1577.043696,-1586.697922,-1595.58847,-1469.349347
gdb_8203,CC12CC1(C)CCC2,2.59475,2.26476,1.55861,0.1388,81.66,-0.2464,0.0848,0.3312,947.1678,0.201268,-313.089395,-313.081193,-313.080249,-313.121054,32.866,-2077.93142,-2092.337772,-2104.786295,-1931.184048
gdb_8204,CC12CC1(C)COC2,2.6646,2.32483,1.60361,1.6522,74.64,-0.2462,0.083,0.3292,897.9451,0.177345,-349.009195,-349.001193,-349.000248,-349.040791,31.201,-1891.271965,-1904.026086,-1915.28799,-1757.599998
gdb_8205,CC12CC1(C)OCC2,2.63045,2.38098,1.62315,1.3176,74.46,-0.2208,0.0845,0.3054,895.8697,0.176994,-349.008053,-348.999996,-348.999052,-349.039714,31.511,-1890.55535,-1903.274958,-1914.537489,-1756.924171
gdb_8206,CC12CC1(C)OCO2,2.62625,2.54023,1.68995,1.1552,67.32,-0.2227,0.0858,0.3085,846.5986,0.152794,-384.929433,-384.921599,-384.920654,-384.960952,30.073,-1704.88736,-1715.969169,-1726.045081,-1584.282012
gdb_8207,CC12CC1(O)CCC2,2.70307,2.28187,1.59914,1.2031,74.41,-0.2476,0.0801,0.3277,896.5637,0.177717,-349.013657,-349.005739,-349.004795,-349.045059,31.692,-1894.071911,-1906.878742,-1918.141273,-1760.278207
gdb_8208,CC12CC1(O)CCO2,2.71938,2.41114,1.66298,2.1437,67.34,-0.2226,0.0748,0.2974,846.523,0.153356,-384.930845,-384.923088,-384.922144,-384.962224,30.352,-1705.773402,-1716.90353,-1726.980069,-1585.080204
gdb_8209,CC12CC1(O)COC2,2.77616,2.3391,1.64418,1.4744,67.43,-0.2502,0.07,0.3202,848.4909,0.153718,-384.931538,-384.923797,-384.922853,-384.962916,30.06,-1706.208266,-1717.348433,-1727.424973,-1585.51444
